Year of Installation,SA,AADT,PRESSURE(bar),MWI_1,A_MAT,LANDUSE,TYPE,LPR_Corros,DEFECT1LV1,DEF_NATURE
2013,2.344638,3370,5.35,8.089909613,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1997,5.192775,10290,9.01,8.725263666,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1995,0.6473424,19560,7.03,8.045452933,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2005,2.20114,26820,3.7,8.045452933,DI,URBAN,Other Location,Mildly Corrosive,C05,M
1988,13.984932,11280,5.89,7.366521119,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2002,3.063855,15960,5.53,7.363061144,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1993,1.3881312,12390,12.42,7.362746601,DI,RURAL,Other Location,Non-Corrosive,C01,M
1985,12.234225,3860,6.2,7.363218416,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1986,14.42673,,12.48,7.363218416,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2002,0.412596,,6.47,7.091424125,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1985,3.146751,6000,7.69,7.824727583,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2002,10.866755,,6.47,7.091424125,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2004,0.5227472,,12.48,7.363061144,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2004,11.48612,20750,5.28,6.745512856,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C04,J
1983,21.713728,7550,5.72,6.880149177,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,M
1999,11.235705,,6.27,7.192485459,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
2000,0.4129728,4360,4.76,7.129942037,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1992,28.2547248,16230,5.82,6.140988868,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1998,4.114342,,6.81,6.211906819,DI,RURAL,Other Location,Non-Corrosive,C01,M
2004,83.747568,3560,4.36,6.515829181,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
2001,0.873705,10980,3.79,6.478419542,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1993,0.903692,,5.21,6.481371111,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1994,3.038264,,10.93,5.97993797,DI,RURAL,Other Location,Mildly Corrosive,C02,M
1997,0.633966,13750,6.84,6.23185474,DI,RURAL,CARRIAGEWAY,Mildly Corrosive,C01,M
2005,1.209528,8400,12.24,7.336467999,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C03,J
1994,2.796955,70890,6.03,7.138170403,DI,URBAN,Other Location,Non-Corrosive,C01,M
1991,15.907554,9890,7.78,5.992644614,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2007,7.481835,,3.56,6.579544372,DI,RURAL,Other Location,Mildly Corrosive,C02,J
2004,0.465348,20710,9.22,6.022668313,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2011,14.998524,62980,8.16,5.623101465,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2009,3.836766,25950,9.08,6.016394,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1989,3.19966,10700,11.62,7.20307849,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C03,J
1991,0.796932,9510,4.06,6.579544372,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2008,0.4272912,12160,5.91,6.049683874,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2002,8.177502,8900,6.72,6.255909506,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2000,1.0676,13290,5.81,6.255909506,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,N
2002,0.474768,9960,5.8,6.626187986,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2001,18.582363,17730,7.56,8.022651806,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2005,0.2211816,,3.94,6.22117135,DI,RURAL,Other Location,Mildly Corrosive,C01,J
2010,2.022003,105650,7.73,6.22117135,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
1980,1.767192,6000,7.62,6.039094327,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2012,0.633495,56730,5.36,6.096520067,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C02,J
1997,2.00646,2810,11.75,6.082762495,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2001,0.86821,19560,6.96,6.389742302,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1992,1.095546,17420,5.38,6.609772965,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2003,2.897592,13490,9.22,6.68395052,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2007,2.382946,8900,8.2,6.609772965,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2005,2.004105,7790,4.53,6.390214117,DI,RURAL,FOOTWAY,Mildly Corrosive,C02,M
1980,3.316468,16420,5.13,6.162483358,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2000,0.3160096,,5.89,6.389820938,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2004,10.362942,,5.82,6.389820938,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2000,0.3878528,,5.89,6.030675486,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1999,6.4588544,2750,5.82,6.389742302,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,J
1985,4.202262,21020,5.03,7.551936639,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2003,2.164716,3990,6.33,6.030675486,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2005,0.2012112,15260,14.51,6.134107711,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1999,9.698832,27230,12.48,6.030911393,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2001,0.722514,15290,9.15,6.558369067,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1980,6.6547904,6960,4.16,5.907227387,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1996,3.778048,17090,7.62,6.552904492,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1989,2.08182,5980,5.48,7.883683444,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C03,M
2004,1.69246,16780,9.65,6.031461844,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,M
1991,7.2199904,,4.18,5.885989584,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1996,32.234298,15960,11.65,7.350104858,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1990,75.496904,23320,7.07,6.552904492,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1998,1.9910112,,5.53,8.145957645,DI,URBAN,Other Location,Highly Corrosive,C01,J
1994,4.930899,16080,7.87,8.257962796,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2003,0.4431168,10780,7.86,7.724824705,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2000,2.040058,4060,6.17,8.393061224,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1984,5.7715712,,6.96,7.943255497,DI,RURAL,Other Location,Highly Corrosive,C01,M
2004,1.5242816,6900,5.16,9.229119486,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1998,0.590006,,6.62,7.943255497,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1992,0.666465,,6,7.943255497,DI,RURAL,Other Location,Mildly Corrosive,C02,N
2013,1.858095,17330,5.21,8.257962796,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1997,4.688648,18310,4.11,8.257192507,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2012,1.131342,20480,5.29,7.8147793,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1993,1.843023,11560,6.5,7.629337011,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1994,1.60611,66300,10.86,8.377135851,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2005,0.2836048,1040,4.72,8.023988614,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1988,30.836684,10770,7.1,8.091216314,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2014,106.412245,30280,5.09,8.180339951,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1994,17.908205,11220,7.7,8.022494534,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1998,0.7038624,5050,1.34,8.272180825,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2007,128.037896,24690,12.48,8.180339951,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1984,83.242656,12140,9.22,10.66829586,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1998,0.378056,5050,1.34,10.47745723,DI,URBAN,Other Location,Mildly Corrosive,C03,J
2000,0.579801,6650,5.81,10.3804017,DI,URBAN,Other Location,Mildly Corrosive,C03,M
2003,0.686718,1400,5.07,-22.56227718,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1998,15.441578,12140,7.86,-22.60752096,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2009,1.800633,,9.35,-22.58642792,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1980,8.172792,16950,11.62,-22.58760609,DI,URBAN,FOOTWAY,Mildly Corrosive,C03,M
2007,0.503028,108160,6.69,-22.65206157,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C03,J
1988,36.785728,,1.03,-22.61059351,DI,URBAN,Other Location,Mildly Corrosive,C05,M
1989,3.997377,29420,7.85,-22.43781417,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1980,5.687796,30850,11.97,10.16410269,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,J
1987,11.9477,72500,9.15,10.13060044,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C03,M
1989,24.771303,17210,5.14,10.09821375,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1991,0.349482,66260,5.36,10.14817173,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2005,5.705223,30970,11.89,10.25540325,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,M
1991,2.297067,10860,1,9.822217276,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1998,0.727224,31320,5.53,10.16609769,DI,URBAN,Other Location,Non-Corrosive,C02,M
1998,0.496434,34110,6.25,10.30133063,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
1999,7.589694,12360,5,10.14817173,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,M
1984,1.770332,5670,5.09,10.08807048,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C03,M
1995,4.2425325,4130,7.78,10.15285765,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
1996,0.720002,2790,5.89,9.997560873,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2014,0.170816,10340,3.7,10.15730621,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1993,1.062576,,5.42,10.10469433,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C03,J
2008,72.80718,8910,6.5,10.15285765,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1998,67.900302,76650,7.64,10.15285765,DI,URBAN,FOOTWAY,Non-Corrosive,C01,J
2004,0.746378,16470,7.87,9.971634525,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1999,1.061163,33870,5.47,9.809907842,DI,URBAN,Other Location,Highly Corrosive,C01,J
1995,0.2451712,23670,7.03,9.997051116,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2006,4.795251,21360,3.51,9.454210057,DI,URBAN,FOOTWAY,Mildly Corrosive,C03,J
2002,2.911251,16170,5.53,9.997051116,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2010,0.564258,27530,7.78,10.15730621,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1999,0.749832,,3.65,10.86594899,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1998,49.135976,61350,5.37,10.54075261,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2015,3.634236,14440,6.95,10.94427541,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C02,J
2011,1.22617,,6.69,10.4889777,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2004,3.232944,1170,6.03,10.8877221,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
2001,28.493616,92980,7.1,10.4889777,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,J
2014,0.596286,21930,6.13,10.6265335,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1996,2.19015,,6.13,10.6265335,DI,RURAL,FOOTWAY,Mildly Corrosive,C01,J
2010,2.192505,13070,7.87,10.78690733,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1993,3.7577008,13440,12.42,10.8854282,DI,RURAL,Other Location,Non-Corrosive,C01,M
1998,8.46858,,6.8,10.9546241,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1995,0.3665008,20270,5.8,10.81214964,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,J
2004,0.652492,20270,4.49,10.78690733,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2009,0.584982,8860,9.29,10.9546241,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,J
2014,0.616539,16620,7.17,10.78690733,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
2011,1.10214,,0.6,10.8877221,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2004,27.908634,18270,7.93,11.12375833,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2009,10.205628,11610,3.04,11.2243738,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2010,12.544928,10030,4.42,11.08881032,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1998,0.48356,10860,11.14,11.14314644,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2000,0.6594,4980,6.72,11.24485741,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2005,5.056028,,0.89,10.74840169,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1986,8.809584,21320,6.95,10.91230904,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,J
2005,14.069712,29700,2.37,11.15334027,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1999,5.997714,23970,9.22,11.14161717,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1992,35.3378112,,14.47,10.91230904,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2001,5.390595,9700,4.22,11.08881032,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1993,2.815324,14130,4.57,11.19989073,DI,URBAN,FOOTWAY,Non-Corrosive,C05,J
2000,2.292828,1170,6.03,10.72114791,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
1980,0.7028576,,6.28,11.31559531,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1997,1.458844,15220,0.47,11.24485741,DI,URBAN,Other Location,Highly Corrosive,C01,M
1980,0.558606,3200,7.78,11.24485741,DI,URBAN,FOOTWAY,Non-Corrosive,C05,M
2006,1.300902,,7.71,11.12789411,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1992,3.045957,3370,5.96,11.72213066,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C03,M
1980,1.32037,19690,4.59,11.78101512,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1997,1.312677,,5.21,11.78101512,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2004,2.095008,71840,6.56,11.83980849,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,M
1997,4.4940936,,7.71,11.94414404,DI,URBAN,Other Location,Mildly Corrosive,C05,J
1985,26.759865,23120,7.85,11.94414404,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2001,3.911184,11920,8.18,11.62941506,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1998,3.7994,49870,6.2,11.57723214,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1995,1.3893872,96780,5.99,11.57723214,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1992,40.2274192,,13.37,11.32182527,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1990,0.534742,18270,7.86,11.50855058,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2001,2.3504784,57100,6.27,11.53316977,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,J
2004,28.560498,8700,6.36,11.62156288,DI,URBAN,FOOTWAY,Non-Corrosive,C05,N
2001,1.413471,7370,5.21,11.45688039,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,J
2003,4.554884,14410,9.22,11.53069433,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1994,0.2067376,30970,4.07,11.96835872,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2006,1.03777,4130,7.78,11.79811512,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2004,1.476428,36690,8.94,11.95832239,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2015,0.734132,13640,12.28,11.96917454,DI,URBAN,Other Location,Mildly Corrosive,C01,J
2001,29.431534,16970,6.51,12.01675199,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,M
1995,51.650802,2550,10.44,11.86423477,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,J
1995,58.595226,,7.03,11.85676309,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1995,2.985512,,5.27,11.85676309,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,J
1998,0.645584,1840,7.09,11.79811512,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,J
1998,12.598308,9480,9.15,11.80332172,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1999,8.295566,,4.94,11.94662925,DI,RURAL,Other Location,Non-Corrosive,C01,M
2005,0.711838,53810,5.19,11.28106917,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1987,25.88616,8950,5.42,11.90401741,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
1996,1.023954,7000,5.51,11.96328968,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,J
2007,21.462528,71840,4.86,11.95415531,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2007,41.246412,126060,6.5,11.8703594,DI,WATERBODY,Other Location,Mildly Corrosive,C05,M
1996,7.5015856,,7.1,11.78026001,DI,URBAN,Other Location,Mildly Corrosive,C05,J
2011,4.520658,,4.49,11.96314883,DI,URBAN,Other Location,Mildly Corrosive,C03,J
2011,18.169296,21930,6.13,11.93852273,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
2000,2.600862,,5.2,11.95850717,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1991,14.617642,19860,8.16,11.81631933,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2002,4.472616,10210,5.39,11.87485218,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,J
1986,5.850762,33160,6.95,11.8703594,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,M
1994,8.6020928,,6.51,11.90690352,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2002,0.4109632,,3.89,11.90596756,DI,RURAL,Other Location,Highly Corrosive,C01,M
2008,0.6990896,17520,5.22,11.87248027,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2004,5.42278,,6.03,11.95390043,DI,RURAL,Other Location,Highly Corrosive,C01,M
1990,22.7318416,,5.5,11.83904476,DI,RURAL,Other Location,Mildly Corrosive,C02,M
2005,2.385144,16970,6.72,11.77529266,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1999,1.82748,54030,11.35,12.18355243,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1997,22.643796,24290,7.69,11.77529266,DI,URBAN,FOOTWAY,Highly Corrosive,C02,J
2004,1.620554,1170,5.96,11.52909163,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C05,M
2008,1.179384,11750,12.2,11.52985626,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2013,10.252257,1880,5.64,11.73677112,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C02,M
1999,0.3016912,,10.73,11.22036281,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1999,9.766656,,4.41,11.80306115,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1998,11.31342,,4.66,6.98092557,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1991,37.9683776,1950,0.64,11.38912854,DI,RURAL,Other Location,Non-Corrosive,C01,M
1997,2.171624,7970,5.74,11.73677112,DI,URBAN,FOOTWAY,Mildly Corrosive,C03,J
1997,1.066344,8690,6.33,11.52883675,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
1998,0.39093,83230,6.96,11.57713632,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1998,67.175433,,5.5,11.18852992,DI,RURAL,Other Location,Non-Corrosive,C01,M
2015,2.496771,12700,9.24,11.48893717,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C05,J
2000,1.0676,36050,5.51,11.51487494,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,N
1995,26.031228,,4.93,11.53420946,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2014,0.189499,,7.03,11.50674752,DI,RURAL,Other Location,Mildly Corrosive,C05,J
1987,23.670576,16080,6.15,11.48842742,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,M
2002,5.141436,,12.48,11.48893717,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1996,0.430808,92380,5.71,11.32015305,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,M
1992,83.634528,86230,7.17,11.50674752,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1999,2.134258,,6.42,11.60696045,DI,RURAL,FOOTWAY,Mildly Corrosive,C01,M
1989,0.653748,26280,4.83,11.53420946,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,J
1991,4.3440016,,7.99,11.51571643,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1999,13.076216,26810,5.78,10.567824,DI,RURAL,Other Location,Mildly Corrosive,C05,J
1986,122.018202,76650,7.84,10.69223735,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,M
2000,2.450142,1170,5.96,10.71197229,DI,URBAN,FOOTWAY,Highly Corrosive,C05,J
1989,3.997848,,9.62,10.567824,DI,RURAL,Other Location,Non-Corrosive,C01,M
2006,19.89975,21360,4.13,11.05873388,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1999,0.531288,8690,6.33,10.72089303,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2008,3.839906,21060,9.22,10.63129796,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1997,0.635222,18410,5.05,10.68215154,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2008,4.038982,21060,9.22,10.57444642,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1990,35.320918,17980,6.56,10.71936377,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1996,15.438752,44730,7.35,10.03424578,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2015,39.254082,6500,4.09,20.45251855,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1997,0.46315,1000,3.98,20.38468555,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1986,26.435817,4610,6.15,20.54357867,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
2015,5.156194,13220,4.46,20.30397584,DI,URBAN,FOOTWAY,Non-Corrosive,C03,J
1999,5.121183,17330,4.22,20.44961294,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1985,9.329725,,0.52,20.3904679,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2004,26.70884,,6.03,20.41199829,DI,URBAN,Other Location,Highly Corrosive,C01,M
1991,2.312139,13550,6.72,20.30397584,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1991,62.164935,14420,7.78,20.45251855,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2004,0.535684,69780,1.68,20.45251855,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2002,11.864961,27060,11.55,20.40416077,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2013,24.7864064,89180,6.1,6.002682596,DI,WATERBODY,FOOTWAY,Mildly Corrosive,C01,M
2007,1.411116,23950,4.56,6.050714393,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1991,44.429744,,10.88,6.064697258,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1980,0.5495,52370,11.42,6.000203616,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2000,5.809785,26500,7.1,6.131105079,DI,URBAN,Other Location,Highly Corrosive,C01,M
1992,0.370206,18150,7.37,5.980683882,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1996,1.082358,17150,5.74,6.043068241,DI,URBAN,Other Location,Non-Corrosive,C01,M
1990,3.293232,13160,7.02,6.46822632,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2016,0.6123,8840,5.23,6.116678079,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
1985,2.409322,11630,4.42,6.158070743,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2004,0.238954,3160,8.75,6.150945754,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1999,1.176558,4140,4.36,6.158070743,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2002,18.601046,10880,11.31,6.150155215,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2010,37.977672,,4.44,6.159572385,DI,RURAL,Other Location,Highly Corrosive,C01,M
2007,0.32028,3600,6.72,6.249470133,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2006,0.23864,1140,7.69,6.144780407,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2003,10.739271,9630,4.29,6.260337604,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2017,129.638825,5820,12.48,6.291527794,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2000,3.872091,5090,1.27,6.145819108,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2000,0.477594,13430,6.33,6.381858937,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1995,0.468174,8650,9.08,6.429867932,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2004,4.512808,7350,4.8,6.249470133,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C02,M
2000,4.83246,11400,5.96,6.381858937,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1997,10.149108,,7.04,6.260337604,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2003,1.905195,4210,5.35,6.25173995,DI,URBAN,FOOTWAY,Non-Corrosive,C05,M
2007,2.051676,1000,6.46,6.130918284,DI,RURAL,FOOTWAY,Highly Corrosive,C01,M
1989,150.454827,14300,5.91,6.24192655,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1993,3.425112,28400,6.33,6.138536803,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,M
1999,0.543534,16450,5.74,6.184708405,DI,URBAN,Other Location,Non-Corrosive,C01,M
1980,42.628326,9300,12.14,6.160143235,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1998,22.535466,,5.86,6.244897177,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1997,1.945544,24590,9.22,6.18552429,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
